A Premonition of Your Demise;Scheme;C;0;Duskmourn: House of Horror Commander (Common);1
Divine Transformation;Enchantment — Aura;W;Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Legends (Rare)/Masters Edition (Uncommon);0
Divine Visitation;Enchantment;W;Guilds of Ravnica (Mythic Rare)/Double Masters 2022 (Mythic Rare)/Ravnica Remastered (Mythic Rare)/Tarkir: Dragonstorm Commander (Mythic Rare);1
Diviner of Mist;Creature — Dragon;U;Tarkir: Dragonstorm Commander (Rare);1
Diving Griffin;Creature — Griffin;W;Eighth Edition (Common)/Prophecy (Common);0
Divining Witch;Creature — Human Spellshaper;B;Nemesis (Rare);0
Dizzy Spell;Instant;U;Ravnica: City of Guilds (Common);0
Dizzying Gaze;Enchantment — Aura;R;Exodus (Common);0
Djinn of the Lamp;Creature — Djinn;U;Portal (Rare);0
Do or Die;Sorcery;B;Invasion (Rare);0
Dockside Extortionist;Creature – Goblin Pirate;R;2;Commander 2019 (Rare)/Double Masters 2022 (Mythic Rare)/Double Masters 2022 (Mythic Rare);0
Dockworker Drone;Artifact Creature - Robot;W;2;Edge of Eternities (Common);4
Dodecapod;Artifact Creature — Golem;C;Apocalypse (Uncommon)/Time Spiral "Timeshifted" (Special)/Dominaria Remastered (Uncommon);0
Dogged Hunter;Creature — Human Nomad;W;Odyssey (Rare);0
Dominaria's Judgment;Instant;W;Planeshift (Rare);0
Dominate;Instant;U;Nemesis (Uncommon)/Commander 2015 (Uncommon);0
Dominating Licid;Creature — Licid;U;Exodus (Rare);0
Domineer;Enchantment — Aura;U;Mirrodin (Uncommon);0
Domri Rade;Legendary Planeswalker — Domri;G/R;Gatecrash (Mythic Rare)/Modern Masters 2017 Edition (Mythic Rare)/Secret Lair Drop (Mythic Rare)/Ravnica Remastered (Mythic Rare);0
Domri, Chaos Bringer;Legendary Planeswalker — Domri;R/G;Ravnica Allegiance (Mythic Rare)/Ravnica Allegiance Mythic Edition (Mythic Rare);0
Donate;Sorcery;U;Urza's Destiny (Rare);0
Dong Zhou, the Tyrant;Legendary Creature — Human Soldier;R;Portal Three Kingdoms (Rare)/Masters Edition III (Rare);0
Doom Blade;Instant;B;Magic 2010 (Common)/Magic 2011 (Common)/Magic: The Gathering-Commander (Common)/Magic 2012 (Common)/Magic 2014 Core Set (Uncommon)/Duel Decks: Nissa vs. Ob Nixilis (Uncommon)/Archenemy: Nicol Bolas (Uncommon)/Iconic Masters (Uncommon)/Explorers of Ixalan (Uncommon)/Strixhaven Mystical Archive (Rare)/Game Night: Free-For-All (Common);0
Doom Cannon;Artifact;C;Onslaught (Rare);0
Doomed Dissenter;Creature — Human;B;Amonkhet (Common)/Battlebond (Common)/Core Set 2019 (Common)/Innistrad: Crimson Vow (Common)/Amonkhet Remastered (Common)/Game Night: Free-For-All (Common)/Jumpstart 2022 (Common)/Jumpstart 2025 (Common);1
Doomed Necromancer;Creature — Human Cleric Mercenary;B;Onslaught (Rare)/Tenth Edition (Rare)/Commander 2019 (Rare)/Double Masters (Rare)/Adventures in the Forgotten Realms Commander (Rare)/Jumpstart 2025 (Rare);0
Doomsday Specter;Creature — Specter;U/B;Planeshift (Rare);0
Doomsday;Sorcery;B;Classic Sixth Edition (Rare)/Weatherlight (Rare)/Masterpiece Series: Amonkhet Invocations (Special)/Masters 25 (Mythic Rare);0
Doomwake Giant;Enchantment Creature — Giant;B;Journey into Nyx (Rare)/Commander 2015 (Rare)/Commander Masters (Rare)/Duskmourn: House of Horror Commander (Rare);1
Door to Nothingness;Artifact;C;Fifth Dawn (Rare)/Planechase (Rare)/Magic 2013 (Rare)/The Brothers' War Retro Artifacts (Rare);0
Dormant Volcano;Land;C;0;Visions (Uncommon)/Commander 2014 (Uncommon)/Commander Anthology 2018 (Uncommon);0
Dosan the Falling Leaf;Legendary Creature – Human Monk;G;Champions of Kamigawa (Rare);0
Dosan's Oldest Chant;Sorcery;G;5;Saviors of Kamigawa (Common);0
Doubling Cube;Artifact;C;Fifth Dawn (Rare)/Tenth Edition (Rare);0
Doubtless One;Creature — Cleric Avatar;W;Onslaught (Uncommon);0
Douse;Enchantment;U;Urza's Saga (Uncommon);0
Dovin's Veto;Instant;W/U;War of the Spark (Uncommon)/Time Spiral Remastered (Bonus);0
Downdraft;Enchantment;G;Weatherlight (Uncommon);0
Downhill Charge;Instant;R;Nemesis (Common)/Duel Decks: Venser vs. Koth (Common);0
Dr. Eggman;Legendary Creature - Human Scientist;U/B/R;5;Secret Lair Drop (Mythic Rare);1
Draco;Artifact Creature — Dragon;C;Planeshift (Rare)/From the Vault: Dragons (Rare);0
Draconautics Engineer;Creature — Goblin Artificer;R;Aetherdrift (Rare);1
Draconian Cylix;Artifact;C;Fallen Empires (Rare);0
Draconic Lore;Instant;U;Commander Legends: Battle for Baldur's Gate (Common)/Alchemy Horizons: Baldur's Gate (Uncommon)/Tarkir: Dragonstorm Commander (Common);1
Dracoplasm;Creature - Shapeshifter;R/U;Tempest (Rare)/Tempest Remastered (Rare);0
Dracosaur Auxiliary;Creature — Dinosaur Dragon Mount;R;Aetherdrift (Uncommon);1
Drafna's Restoration;Sorcery;U;Antiquities (Common);0
Dragon Arch;Artifact;C;Apocalypse (Uncommon)/Double Masters 2022 (Uncommon);0
Dragon Blood;Artifact;C;Urza's Saga (Uncommon)/Mirrodin (Uncommon)/Duel Decks: Heroes vs. Monsters (Uncommon)/Jumpstart 2022 (Uncommon)/Dominaria Remastered (Uncommon);0
Dragon Breath;Enchantment — Aura;R;Scourge (Common)/Archenemy (Common)/Battlebond (Uncommon);0
Dragon Engine;Artifact Creature — Construct;C;Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Antiquities (Common)/Masters Edition (Common)/Masters Edition IV (Common)/Dominaria Remastered (Common);0
Dragon Fangs;Enchantment — Aura;G;Scourge (Common);0
Dragon Fodder;Sorcery;R;Shards of Alara (Common)/Archenemy (Common)/Duel Decks: Knights vs. Dragons (Common)/Dragons of Tarkir (Common)/Magic Origins (Common)/Modern Masters 2017 Edition (Common)/Game Night (Common)/Jumpstart (Common)/Jumpstart 2022 (Common)/Commander Masters (Common)/Magic: The Gathering Foundations (Common);1
Dragon Mage;Creature — Dragon Wizard;R;Scourge (Rare)/Commander 2015 (Rare)/Commander 2016 (Rare)/Core Set 2020 (Uncommon)/Game Night: Free-For-All (Uncommon)/Jumpstart 2022 (Uncommon)/Magic: The Gathering Foundations (Uncommon);0
Dragon Mask;Artifact;C;Classic Sixth Edition (Uncommon)/Visions (Uncommon);0
Dragon Roost;Enchantment;R;Onslaught (Rare)/Tenth Edition (Rare);0
Dragon Scales;Enchantment — Aura;W;Scourge (Common);0
Dragon Shadow;Enchantment — Aura;B;Scourge (Common);0
Dragon Sniper;Creature — Human Archer;G;Tarkir: Dragonstorm (Uncommon);2
Dragon Tempest;Enchantment;R;Dragons of Tarkir (Rare)/Commander 2017 (Rare)/Iconic Masters (Uncommon)/Game Night: Free-For-All (Uncommon)/Tarkir: Dragonstorm Commander (Uncommon);1
Dragon Tyrant;Creature — Dragon;R;Scourge (Rare);0
Dragon Whelp;Creature — Dragon;R;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Time Spiral "Timeshifted" (Special)/From the Vault: Dragons (Rare)/Magic 2010 (Uncommon)/Archenemy (Uncommon)/Duel Decks: Knights vs. Dragons (Uncommon)/Magic: The Gathering-Commander (Uncommon)/Commander Anthology (Uncommon)/Dominaria United (Uncommon)/Dominaria Remastered (Uncommon);0
Dragon Wings;Enchantment — Aura;U;Scourge (Common);0
Dragon's Claw;Artifact;C;Ninth Edition (Uncommon)/Darksteel (Uncommon)/Tenth Edition (Uncommon)/Magic 2010 (Uncommon)/Magic 2011 (Uncommon)/Duel Decks: Knights vs. Dragons (Uncommon)/Magic 2012 (Uncommon);0
Dragon's Hoard;Artifact;C;Core Set 2019 (Rare)/Adventures in the Forgotten Realms Commander (Rare)/Commander Legends: Battle for Baldur's Gate (Rare)/Jumpstart 2022 (Rare)/Tarkir: Dragonstorm Commander (Rare);1
Dragon's Prey;Instant;B;Tarkir: Dragonstorm (Common);3
Dragonback Assault;Enchantment;G/U/R;Tarkir: Dragonstorm (Mythic Rare);1
Dragonback Lancer;Creature — Human Soldier;W;Tarkir: Dragonstorm (Common);4
Dragonbroods' Relic;Artifact;G;2;Tarkir: Dragonstorm (Uncommon);4
Dragonlord Atarka;Legendary Creature — Elder Dragon;G/R;Dragons of Tarkir (Mythic Rare)/Tarkir: Dragonstorm Commander (Mythic Rare);1
Dragonlord Dromoka;Legendary Creature — Elder Dragon;G/W;Dragons of Tarkir (Mythic Rare)/Double Masters 2022 (Mythic Rare)/Tarkir: Dragonstorm Commander (Mythic Rare);1
Dragonlord's Servant;Creature — Goblin Shaman;R;Dragons of Tarkir (Uncommon)/Commander 2017 (Uncommon)/Iconic Masters (Common)/Jumpstart (Uncommon)/Adventures in the Forgotten Realms Commander (Uncommon)/Jumpstart 2022 (Uncommon)/Magic: The Gathering Foundations (Uncommon)/Jumpstart 2025 (Uncommon)/Tarkir: Dragonstorm Commander (Uncommon);2
Dragonmaster Outcast;Creature — Human Shaman;R;Worldwake (Mythic Rare)/Battle for Zendikar (Mythic Rare)/Commander 2019 (Mythic Rare)/Adventures in the Forgotten Realms Commander (Mythic Rare)/Historic Anthology 2 (Mythic Rare)/Phyrexia: All Will Be One Commander (Mythic Rare)/Magic: The Gathering Foundations (Mythic Rare)/Tarkir: Dragonstorm Commander (Mythic Rare);1
Dragonologist;Creature — Human Wizard;U;Tarkir: Dragonstorm (Rare);1
Dragonskull Summit;Land;C;0;Magic 2010 (Rare)/Magic 2011 (Rare)/Magic 2012 (Rare)/Magic 2013 (Rare)/Commander 2016 (Rare)/Archenemy: Nicol Bolas (Rare)/Ixalan (Rare)/Dominaria United Commander (Rare)/The Lord of the Rings: Tales of Middle Earth Commander (Rare)/Doctor Who Commander (Rare)/Magic The Gathering—Fallout (Rare)/Outlaws of Thunder Junction Commander (Rare)/Duskmourn: House of Horror Commander (Rare)/Tarkir: Dragonstorm Commander (Rare)/Magic: The Gathering—FINAL FANTASY Commander (Rare);3
Dragonspeaker Shaman;Creature — Human Barbarian Shaman;R;Scourge (Uncommon)/Archenemy (Uncommon)/Duel Decks: Knights vs. Dragons (Uncommon)/Commander 2017 (Uncommon)/Jumpstart (Uncommon)/Adventures in the Forgotten Realms Commander (Uncommon)/Game Night: Free-For-All (Uncommon)/Jumpstart 2022 (Uncommon);0
Dragonstalker;Creature — Bird Soldier;W;Scourge (Uncommon);0
Dragonstorm Forecaster;Creature — Human Scout;U;Tarkir: Dragonstorm (Uncommon);3
Dragonstorm Globe;Artifact;C;Tarkir: Dragonstorm (Common);1
Dragonstorm;Sorcery;R;Scourge (Rare)/Time Spiral "Timeshifted" (Special)/From the Vault: Dragons (Rare)/Modern Masters (Rare)/Historic Anthology 5 (Rare);0
Dragoon's Lance;Artifact - Equipment;W;Magic: The Gathering—FINAL FANTASY (Uncommon);1
Dragoon's Wyvern;Creature - Drake;U;Magic: The Gathering—FINAL FANTASY (Common);3
Drain Life;Sorcery;B;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Mirage (Common)/Beatdown Box Set (Common);0
Drain Power;Sorcery;U;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Masters Edition IV (Rare);0
Drake Hatchling;Creature — Drake;U;Mercadian Masques (Common);0
Drake-Skull Cameo;Artifact;C;Invasion (Uncommon);0
Dralnu's Crusade;Enchantment;B/R;Planeshift (Rare)/Dominaria Remastered (Uncommon);0
Dralnu's Pet;Creature — Shapeshifter;U;Planeshift (Rare);0
Dread Charge;Sorcery;B;Portal (Rare);0
Dread of Night;Enchantment;B;Classic Sixth Edition (Uncommon)/Tempest (Uncommon);0
Dread Presence;Creature - Nightmare;B;4;Core Set 2020 (Rare)/Jumpstart 2022 (Rare);0
Dread Reaper;Creature — Horror;B;Starter 1999 (Rare)/Portal (Rare)/Masters Edition IV (Rare);0
Dread Return;Sorcery;B;Time Spiral (Uncommon)/Premium Deck Series: Graveborn (Uncommon)/Commander 2014 (Uncommon)/Duel Decks: Blessed vs. Cursed (Uncommon)/Double Masters (Uncommon)/Time Spiral Remastered (Uncommon)/Warhammer 40,000 Commander (Uncommon)/Dominaria Remastered (Uncommon)/Commander Masters (Common);1
Dread Specter;Creature — Specter;B;Mirage (Uncommon);0
Dread Summons;Sorcery;B;Commander 2015 (Rare)/Commander Anthology (Rare)/Innistrad: Midnight Hunt Commander (Rare)/Streets of New Capenna Commander (Rare)/Magic: The Gathering Foundations (Rare)/Aetherdrift Commander (Rare);1
Dread Wight;Creature — Zombie;B;Ice Age (Rare)/Masters Edition IV (Uncommon);0
Dreadhorde Arcanist;Creature — Zombie Wizard;R;War of the Spark (Rare)/Time Spiral Remastered (Bonus)/Jumpstart 2025 (Rare);0
Dreadhorde Invasion;Enchantment;B;War of the Spark (Rare)/Innistrad: Midnight Hunt Commander (Rare)/Commander Masters (Rare)/Aetherdrift Commander (Rare);1
Dream Cache;Sorcery;U;Classic Sixth Edition (Common)/Mirage (Common)/Tempest (Common)/Commander 2018 (Common);0
Dream Chisel;Artifact;C;Onslaught (Rare);0
Dream Coat;Enchantment - Aura;U;Legends (Uncommon);0
Dream Eater;Creature — Nightmare Sphinx;U;Guilds of Ravnica (Mythic Rare)/Murders at Karlov Manor Commander (Mythic Rare)/Duskmourn: House of Horror Commander (Mythic Rare);1
Dream Fighter;Creature — Human Soldier;U;Mirage (Common);0
Dream Halls;Enchantment;U;Stronghold (Rare)/Tempest Remastered (Mythic Rare);0
Dream Prowler;Creature — Illusion;U;Ninth Edition (Uncommon)/Stronghold (Common)/Tempest Remastered (Uncommon);0
Dream Thrush;Creature — Bird;U;Invasion (Common);0
Dream Tides;Enchantment;U;Visions (Uncommon);0
Dream's Grip;Instant;U;Mirrodin (Common);0
Dreamborn Muse;Creature — Spirit;U;Legions (Rare)/Tenth Edition (Rare)/Magic: The Gathering-Commander (Rare)/Commander Anthology 2018 (Rare);0
Dreamcatcher;Creature — Spirit;U;Saviors of Kamigawa (Common);0
Dreamroot Cascade;Land;C;0;Innistrad: Crimson Vow (Rare)/Doctor Who Commander (Rare)/Modern Horizons 3 Commander (Rare)/Innistrad Remastered (Rare)/Tarkir: Dragonstorm Commander (Rare);1
Dreams of Laguna;Instant;U;Magic: The Gathering—FINAL FANTASY (Common);4
Dreams of the Dead;Enchantment;U;Ice Age (Uncommon)/Masters Edition II (Rare);0
Dreamwinder;Creature — Serpent;U;Odyssey (Common);0
Dredge;Instant;B;Invasion (Uncommon);0
Dredger's Insight;Enchantment;G;Aetherdrift (Uncommon);1
Dregs of Sorrow;Sorcery;B;Seventh Edition (Rare)/Tempest (Rare)/Commander 2014 (Rare);0
Dress Down;Enchantment;U;Modern Horizons 2 (Rare);0
Drift of Phantasms;Creature — Spirit;U;Ravnica: City of Guilds (Common)/Ravnica Remastered (Common);0
Drift of the Dead;Creature — Wall;B;Ice Age (Uncommon)/Masters Edition II (Common);0
Drifting Djinn;Creature — Djinn;U;Urza's Saga (Rare);0
Drifting Meadow;Land;C;0;Urza's Saga (Common)/Battle Royale Box Set (Common)/Commander 2013 Edition (Common)/Commander 2014 (Common)/Commander 2015 (Common)/Commander Anthology 2018 (Common)/Ikoria Commander (Common)/Dominaria Remastered (Common);0
Drill Too Deep;Instant;R;2;Edge of Eternities (Common);4
Drill-Skimmer;Artifact Creature — Thopter;C;Darksteel (Common);0
Drillworks Mole;Artifact Creature — Mole;C;Commander Legends: Battle for Baldur's Gate (Uncommon);0
Drinker of Sorrow;Creature — Horror;B;Legions (Rare);0
Dripping Dead;Creature — Zombie;B;Legions (Common);0
Dripping-Tongue Zubera;Creature – Zubera Spirit;G;Champions of Kamigawa (Common);0
Drix Fatemaker;Creature - Drix Wizard;G;4;Edge of Eternities (Common);4
Dromad Purebred;Creature — Camel Beast;W;Ravnica: City of Guilds (Common);0
Dromar's Attendant;Artifact Creature — Golem;C;Invasion (Uncommon);0
Dromar's Cavern;Land — Lair;C;Planeshift (Uncommon)/Dominaria Remastered (Uncommon);0
Dromar's Charm;Instant;W/U/B;Planeshift (Uncommon)/Commander 2013 Edition (Uncommon);0
Dromar, the Banisher;Legendary Creature — Dragon;U/W/B;Invasion (Rare);0
Dromosaur;Creature — Dinosaur;R;Urza's Saga (Common);0
Drooling Groodion;Creature — Beast;G/B;Ravnica: City of Guilds (Uncommon)/Duel Decks: Jace vs. Vraska (Uncommon)/Modern Masters 2015 Edition (Uncommon);0
Drooling Ogre;Creature — Ogre;R;Darksteel (Common);0
Drop of Honey;Enchantment;G;Arabian Nights (Rare)/Masters Edition IV (Rare);0
Dropkick Bomber;Creature — Goblin Warrior;R;Magic: The Gathering Foundations (Rare)/Jumpstart 2025 (Rare);1
Dross Crocodile;Creature — Zombie Crocodile;B;Fifth Dawn (Common)/Tenth Edition (Common);0
Dross Golem;Artifact Creature — Golem;C;Darksteel (Common);0
Dross Harvester;Creature — Horror;B;Mirrodin (Rare)/Commander Legends: Battle for Baldur's Gate (Rare);0
Dross Prowler;Creature — Zombie;B;Mirrodin (Common);0
Dross Scorpion;Artifact Creature — Scorpion;C;Mirrodin (Common);0
Drossforge Bridge;Artifact Land;C;0;Modern Horizons 2 (Common)/The Brothers' War Commander (Common);0
Drought;Enchantment;W;Ice Age (Uncommon);0
Drowned Catacomb;Land;C;0;Magic 2010 (Rare)/Magic 2011 (Rare)/Magic 2012 (Rare)/Magic 2013 (Rare)/Archenemy: Nicol Bolas (Rare)/Ixalan (Rare)/The Lord of the Rings: Tales of Middle Earth Commander (Rare)/Doctor Who Commander (Rare)/Magic The Gathering—Fallout (Rare)/Outlaws of Thunder Junction Commander (Rare)/Aetherdrift Commander (Rare)/Magic: The Gathering—FINAL FANTASY Commander (Rare);2
Drowned;Creature - Zombie;U;The Dark (Common)/Masters Edition IV (Common);0
Drownyard Temple;Land;C;0;Shadows over Innistrad (Rare)/Commander 2019 (Rare)/Commander Legends: Battle for Baldur's Gate (Rare)/Murders at Karlov Manor Commander (Rare)/Duskmourn: House of Horror Commander (Rare)/Tarkir: Dragonstorm Commander (Rare);2
Drudge Skeletons;Creature — Skeleton;B;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Eighth Edition (Common)/Ninth Edition (Uncommon)/Tenth Edition (Uncommon)/Starter 2000 (Common)/Magic 2010 (Common)/Duel Decks: Garruk vs. Liliana (Common)/Duel Decks Anthology, Garruk vs. Liliana (Common);0
Drudge Spell;Enchantment;B;Homelands (Uncommon);0
Druid Lyrist;Creature — Human Druid;G;Odyssey (Common);0
Druid of Purification;Creature — Human Druid;G;Adventures in the Forgotten Realms Commander (Rare)/Aetherdrift Commander (Rare);1
Druid of the Cowl;Creature — Elf Druid;G;Aether Revolt (Common)/Core Set 2019 (Common)/Kaladesh Remastered (Common)/Magic: The Gathering Foundations (Common);1
Druid's Call;Enchantment — Aura;G;Odyssey (Uncommon);0
Dry Spell;Sorcery;B;Classic Sixth Edition (Common)/Homelands (Common)/Portal (Uncommon)/Masters Edition II (Common);0
Dryad Arbor;Land Creature — Forest Dryad;G;Future Sight (Uncommon)/From the Vault: Realms (Mythic Rare)/Time Spiral Remastered (Rare)/Duskmourn: House of Horror Commander (Rare);1
Dryad of the Ilysian Grove;Enchantment Creature — Nymph Dryad;G;Theros Beyond Death (Rare)/Commander Masters (Rare)/Modern Horizons 3 Commander (Rare);0
Dual Nature;Enchantment;G;Prophecy (Rare);0
Dubious Delicacy;Artifact - Food;B;3;Edge of Eternities (Uncommon);4
Duct Crawler;Creature — Insect;R;Stronghold (Common)/Tenth Edition (Common);0
Dueling Grounds;Enchantment;G/W;Invasion (Rare);0
Dune Drifter;Artifact — Vehicle;B/W;Aetherdrift (Uncommon);3
Dune-Brood Nephilim;Creature — Nephilim;B/R/G/W;Guildpact (Rare);0
Dungeon Shade;Creature — Shade Spirit;B;Stronghold (Common)/Tempest Remastered (Common);0
Duplicant;Artifact Creature — Shapeshifter;C;Mirrodin (Rare)/Archenemy (Rare)/Commander's Arsenal (Rare)/Eternal Masters (Rare)/Masterpiece Series: Kaladesh Inventions (Special)/Commander 2018 (Rare)/Double Masters (Rare)/Commander 2021 (Rare)/March of the Machine Commander (Rare)/Commander Masters (Rare)/Aetherdrift Commander (Rare);1
Duplicity;Enchantment;U;Tempest (Rare);0
Duress;Sorcery;B;Seventh Edition (Common)/Urza's Saga (Common)/Duel Decks: Divine vs. Demonic (Common)/Magic 2010 (Common)/Magic 2011 (Common)/Premium Deck Series: Graveborn (Common)/Magic 2013 (Common)/Magic 2014 Core Set (Common)/Modern Event Deck 2014 (Common)/Duel Decks Anthology, Divine vs. Demonic (Common)/Dragons of Tarkir (Common)/Eternal Masters (Common)/Ixalan (Common)/Iconic Masters (Common)/Core Set 2019 (Common)/Core Set 2020 (Common)/Core Set 2021 (Common)/Strixhaven Mystical Archive (Uncommon)/Jumpstart: Historic Horizons (Common)/Innistrad: Midnight Hunt (Common)/Dominaria Remastered (Common)/Phyrexia: All Will Be One (Common)/Magic: The Gathering Foundations (Common);4
Durkwood Boars;Creature - Boar;G;Fourth Edition (Common)/Fifth Edition (Common)/Legends (Common)/Starter 1999 (Common)/Starter 2000 (Common);0
Dusk // Dawn;Sorcery;W;Amonkhet (Rare)/Commander 2019 (Rare)/Amonkhet Remastered (Rare)/Streets of New Capenna Commander (Rare)/Commander Legends: Battle for Baldur's Gate (Rare)/The Lord of the Rings: Tales of Middle Earth Commander (Rare)/Murders at Karlov Manor Commander (Rare)/Bloomburrow Commander (Rare)/Aetherdrift Commander (Rare);1
Dusk Imp;Creature — Imp;B;Eighth Edition (Common)/Odyssey (Common)/Tenth Edition (Common)/Duel Decks: Divine vs. Demonic (Common)/Duel Decks Anthology, Divine vs. Demonic (Common);0
Duskrider Falcon;Creature — Bird;W;Weatherlight (Common);0
Duskshell Crawler;Creature - Insect;G;Modern Horizons 2 (Common)/Jumpstart 2022 (Common)/Ravnica Clue Edition (Common)/Jumpstart 2025 (Common)/Magic: The Gathering—FINAL FANTASY Commander (Common);1
Duskwalker;Creature — Human Minion;B;Invasion (Common);0
Duskwatch Recruiter;Creature — Human Warrior Werewolf;G;Shadows over Innistrad (Uncommon)/Shadows Over Innistrad Remastered (Uncommon)/Innistrad Remastered (Uncommon);0
Duskworker;Artifact Creature — Construct;C;Mirrodin (Uncommon);0
Dust Bowl;Land;C;0;Mercadian Masques (Rare)/Zendikar Expeditions (Mythic Rare)/Outlaws of Thunder Junction Breaking News (Rare);0
Dust to Dust;Sorcery;W;Fifth Edition (Uncommon)/The Dark (Common)/Masters Edition (Common)/Masters Edition IV (Uncommon);1
Dusyut Earthcarver;Creature — Elephant Druid;G;Tarkir: Dragonstorm (Common);4
Duty Beyond Death;Instant;W;Tarkir: Dragonstorm (Uncommon);1
Dwarven Armorer;Creature — Dwarf;R;Fallen Empires (Rare);0
Dwarven Armory;Enchantment;R;Ice Age (Rare);0
Dwarven Berserker;Creature — Dwarf Berserker;R;Weatherlight (Common);0
Dwarven Blastminer;Creature — Dwarf;R;Onslaught (Uncommon);0
Dwarven Bloodboiler;Creature — Dwarf;R;Judgment (Rare);0
Dwarven Castle Guard;Creature - Dwarf Soldier;W;Magic: The Gathering—FINAL FANTASY (Common);4
Dwarven Catapult;Instant;R;Fifth Edition (Uncommon)/Fallen Empires (Uncommon)/Masters Edition (Uncommon);0
Dwarven Demolition Team;Creature — Dwarf;R;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Eighth Edition (Uncommon);0
Dwarven Driller;Creature — Dwarf;R;Judgment (Uncommon);0
Dwarven Grunt;Creature — Dwarf;R;Odyssey (Common);0
Dwarven Hold;Land;C;0;Fifth Edition (Rare)/Fallen Empires (Rare);0
Dwarven Landslide;Sorcery;R;Apocalypse (Common);0
Dwarven Lieutenant;Creature — Dwarf Soldier;R;Fallen Empires (Uncommon);0
Dwarven Miner;Creature — Dwarf;R;Mirage (Uncommon);0
Dwarven Nomad;Creature — Dwarf Nomad;R;Mirage (Common);0
Dwarven Patrol;Creature — Dwarf;R;Apocalypse (Uncommon);0
Dwarven Pony;Creature — Horse;R;Homelands (Rare);0
Dwarven Recruiter;Creature — Dwarf;R;Odyssey (Uncommon);0
Dwarven Ruins;Land;C;0;Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Fallen Empires (Uncommon)/Beatdown Box Set (Uncommon)/Masters Edition II (Uncommon);0
Dwarven Scorcher;Creature — Dwarf;R;Judgment (Common);0
Dwarven Sea Clan;Creature — Dwarf;R;Homelands (Rare);0
Dwarven Shrine;Enchantment;R;Odyssey (Rare);0
Dwarven Soldier;Creature — Dwarf Soldier;R;Fifth Edition (Common)/Fallen Empires (Common)/Masters Edition (Common);0
Dwarven Song;Instant;R;Legends (Uncommon);0
Dwarven Strike Force;Creature — Dwarf Berserker;R;Odyssey (Uncommon);0
Dwarven Thaumaturgist;Creature — Dwarf Shaman;R;Weatherlight (Rare);0
Dwarven Trader;Creature — Dwarf;R;Homelands (Common);0
Dwarven Vigilantes;Creature - Dwarf;R;Visions (Common);0
Dwarven Warriors;Creature — Dwarf Warrior;R;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common);0
Dwarven Weaponsmith;Creature — Dwarf Artificer;R;Revised Edition (Uncommon)/Antiquities (Uncommon);0
Dwell on the Past;Sorcery;G;Torment (Uncommon);0
Dwynen's Elite;Creature — Elf Warrior;G;Magic Origins (Uncommon)/Duel Decks: Elves vs. Inventors (Uncommon)/Jumpstart (Uncommon)/Game Night: Free-For-All (Uncommon)/Jumpstart 2022 (Uncommon)/Magic: The Gathering Foundations (Common)/Jumpstart 2025 (Uncommon);1
Dying Wail;Enchantment — Aura;B;Urza's Destiny (Common);0
Dynamite Diver;Creature — Goblin Pilot;R;Aetherdrift (Common);4
Dystopia;Enchantment;B;Alliances (Rare)/Masters Edition II (Rare);0
Déjà Vu;Sorcery;U;Portal (Common)/Portal Second Age (Common);0
Eager Cadet;Creature — Human Soldier;W;Seventh Edition (Common)/Eighth Edition (Common)/Ninth Edition (Common)/Starter 1999 (Common)/Starter 2000 (Common);1
Early Frost;Instant;U;Fifth Dawn (Common);0
Early Harvest;Instant;G;Classic Sixth Edition (Rare)/Seventh Edition (Rare)/Ninth Edition (Rare)/Mirage (Rare);0
Earnest Fellowship;Enchantment;W;Odyssey (Rare);0
Earsplitting Rats;Creature — Rat;B;Judgment (Common);0
Earth Elemental;Creature — Elemental;R;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Tenth Edition (Uncommon)/Starter 1999 (Uncommon)/Iconic Masters (Common)/Battlebond (Common);0
Earth Rift;Sorcery;R;Odyssey (Common);0
Earthbind;Enchantment — Aura;R;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common);0
Earthblighter;Creature — Human Cleric;B;Legions (Uncommon);0
